YORF	NAME	GWEIGHT	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YOL072W	YOL072W             unknown                       unknown                                      S0005433	1	-0.23	-0.27	-0.47	-0.42	-0.51	-0.18	-0.04	-0.14	-0.06	 0.00	-0.60	-0.30	-0.18	-0.67	-0.71	-0.36	-0.20	-0.17	-0.14	 0.36	 0.11	-0.23	 0.12	-0.29	 0.42	-0.01	 0.19	 0.38	 0.14	-0.42	 0.03	-0.18	-0.45	 0.07	-0.25	-0.17	-0.06	-0.49	 0.18	 0.56	-1.84	-0.07	-0.17	 0.60	 0.11	 0.20	-0.03	 0.00	-0.03	 0.06	 0.03	-0.17	-0.09	 0.18	 0.11	 0.29	-0.01	-0.03	 0.70	-0.32	-0.22	-0.03	-0.30	-0.45	-0.86	-0.43	-0.69	 0.28	-0.30	-0.22	-0.71	-0.36	-0.49	 0.12		 0.37	-0.14	-0.15	-0.25	-0.60
YLR015W	YLR015W             unknown                       unknown                                      S0004005	1	-0.07	-0.64	-0.51	-0.30	-0.07	-0.47	 0.16	-0.07	-0.18	-0.10	-0.42	-0.10	-0.04	-0.69	-0.29	-0.36	 0.18	-0.27	 0.30	 0.29	 0.14	-0.10	-0.47	 0.06	-0.23	 0.14	-0.34	-0.14	 0.06	-0.51	 0.04	-0.58	-0.86	-0.14	-0.20	-0.01	-0.27	-0.06	-0.34	-0.12	-0.09	-0.29	-0.12	-0.25	-0.29	-0.42	-0.45	-0.34	-0.15	-0.40	-0.06	-0.14	-0.20	-0.10	-0.42	-0.38	-0.42	 0.49	 0.73	-0.49	-0.40	-0.45	-0.32	 0.14	 0.72	 0.79	 0.53	-0.40	 0.34	 0.32	 0.15	 0.50	 0.19	-0.10	 0.07	 0.32	-0.17	-0.25	 0.37	-0.25
YNL093W	YNL093W   YPT53     endocytosis                   GTP-binding protein, rab family              S0005037	1	-0.14	 0.38	-0.09	-0.49	 0.06	-0.10	 0.00	-0.32	-0.23	-0.06	-0.56	-0.36	-0.06	-0.20	-0.01	-0.32	-0.29	 0.11	-0.29	-0.17	 0.25	-0.42	-0.64	-0.27	 0.11	-0.54	-0.49	 1.28	-0.92	 0.06	-0.51	-0.67	-0.81	-1.43	 0.06	-0.60	 0.14	-0.30	-0.07	 0.46	-0.54	-0.43	-0.92	 1.06	-1.06	-0.67	-0.51	-0.97	-1.00	-0.94	-0.76	-0.22	-0.71	-0.51	-0.27	-0.60	-0.29	 0.06	 0.73	-0.58	-0.29	-0.45	-1.47	-1.56	-1.64	-1.15	-0.62	 0.15	-0.38	 0.44	-0.97	-0.97	 1.22	-0.51	 0.69	 0.08	 0.08	-0.23	 1.66	 1.28
YNL239W	YNL239W   LAP3      protein degradation           aminopeptidase of cysteine protease family   S0005183	1	 0.41	 0.31	 0.69	 0.15	 0.43	 0.23	 0.70	 0.08	 0.16	 0.20	 0.06	 0.16	 0.21	-0.04	 0.26	 0.01	 0.07	 0.10	-0.42	-0.60	-0.38	 0.06	 0.04	 0.32	 0.31	 0.21	 0.10	-0.49	 0.34	-0.12	 0.25	-0.01	 0.41	 0.08	 0.37	 0.20	-0.04	 0.34	 0.16	 0.45	 0.26	 0.28	 0.40	-0.14	 0.19	 0.01	-0.34	-0.17	-0.18	-0.32	-0.07	 0.10	 0.12	 0.11	 0.33	 0.43	 0.30	 0.36	 0.34	 0.38	-0.38	 1.83	 0.60	-0.10	-0.49	-0.71	-0.54	 0.85	-0.69	-1.06		 0.32	-0.56	 0.08	 0.06	 0.26	-0.34	-0.23	 0.12	
YJR057W	YJR057W   CDC8      DNA replication               thymidylate kinase                           S0003818	1	-0.22	-0.09	-0.04	 0.29	-0.07	 0.25	-0.22	-0.25	-0.23	-0.14	-0.22	-0.06	 0.01	-0.60	-0.30	-0.40	-0.27	-0.23	-0.49	-0.18	-0.01	 0.10	 0.21	 0.14	 0.07	 0.08	 0.06	 0.40	 0.03	 0.00	 0.12	 0.00	 0.37	 0.10	 0.33	-0.27	-0.14	 0.01	 0.44	 0.08	-0.25	-0.38	-0.14	-0.45	-0.01	 0.29	 0.08	 0.23	 0.16	 0.03	-0.10	-0.30	-0.23	 0.11	-0.30	-0.60	-0.40	 0.37	 0.55	-0.47	-0.34	 0.01	 0.39			-0.30	-0.54	 0.38	-0.17	-0.69			 0.23	-0.32	-0.54	-0.20	 0.10	-0.14	-0.27	-0.89
YKL005C	YKL005C             unknown                       unknown; similar to Drosophila transcription S0001488	1	-0.14	-0.67	-0.32	-0.76	-0.07	-0.06	-0.25	-0.36	-0.27	-0.23	-0.12	-0.29	-0.29	-0.51	-0.03	-0.23	-0.17	-0.36	 0.20	 0.36	 0.12	 0.01	-0.22	-0.07	-0.18	 0.04	-0.40	-0.36	 0.11	-0.47	-0.07	-0.47	-0.43	-0.27	-0.22	 0.04	-0.07	-0.10	 0.03	-0.18	 0.15	 0.00	 0.14	-0.54	-0.32	-0.49	-0.20	-0.36	-0.54	-0.25	-0.32	-0.25	-0.51	-0.64	-0.09	 0.10	-0.32	-0.20	 0.57	-0.27	-0.40	-0.32	-0.07	-0.54	-0.86	-0.74	-0.15	-0.04	-0.47	 0.04	-0.27	-0.45	-0.23	 0.00	 0.25	 0.33	 0.03	-0.07	 0.53	 0.58
YDR315C	YDR315C             unknown                       unknown                                      S0002723	1	-0.22	 1.16	-0.01	 0.20	-0.03	 0.03	-0.22	-0.20	 0.10	-0.17	 0.01	-0.23	 0.08	-0.18	-0.14	-0.10	-0.23	-0.10	 0.26	 0.03	-0.04	 0.15	 0.87	-0.49	 0.82	-0.25	 0.28		-0.45	-0.47	 1.10	 0.08	-0.42	 0.18	 0.76	-0.45	 0.23	-0.27	 2.29		-1.18	 0.15	 0.06	 0.21	 0.03	 0.21	-0.07	-0.49	-0.32	-0.07	-0.58	-0.38	-0.29	 0.00	-0.15	-0.10	 0.04	-0.10		 0.20	-0.27	 0.96	 0.58	-0.62	-0.89	-0.47	-0.45	 1.17	-0.07	-0.09	 0.15	-0.15	 0.46	-0.04	 0.15	 0.61	 0.19	-0.29	 0.44	 0.40
YHR099W	YHR099W   TRA1      unknown                       unknown; similar to human TR-AP              S0001141	1																																																										 0.95	 1.09		-0.15	 0.30	-0.15	-0.14	-0.14	-0.10	-0.04	-0.10	-0.07	-0.34	-0.29	-0.12	-0.38	 0.03	-0.03	 0.12	-0.25	-0.10	-0.20	-0.45
YIL047C	YIL047C   SYG1      signaling (putative)          pheromone pathway                            S0001309	1	-0.29	-0.81	-1.12	-0.92	-0.43	-0.18	-0.07	-0.42	-0.07	-0.14	-0.45	-0.38	-0.18	-0.38	-0.20	-0.01	-0.56	-0.27	 0.39	-0.06	 0.19	 0.36	 0.64	 0.29	 0.53	 0.10	 0.51	-0.25	-0.10	-0.17	 0.08	 0.25	 0.53	-1.56	 0.28	-0.10	 0.37	-0.06	 0.77	 0.34	-0.79	-0.92	-0.81	-0.56	-0.09	 0.63	 0.16	 0.37	 0.23	 0.14	 0.29	-0.04	 0.56	-0.01	-0.12	-0.14	 0.36	 0.08	 0.55	-0.74	-0.22	 0.01	-0.12	 0.04	-0.04	 0.23	 0.40	-0.09	-0.07	-0.20	-0.43	-0.30	-0.79	-0.14	-0.30	 0.15	-0.09	-0.58	-0.89	-0.79
YPR083W	YPR083W             unknown                       unknown; similar to Halobacterium holobium ceS0006287	1	-0.49	-0.71	-0.32	-0.47	-0.25	-0.49	-0.25	-0.20	-0.14	-0.38	-0.34	-0.23	-0.22	-0.27	-0.29	-0.30	 0.07	-0.34	-1.03	 0.18	-0.42	-0.54	 0.58	-0.79	 0.89	 0.12	 0.36	-0.51	-0.34	-0.51	 1.41	-0.47	-0.62	-0.03	 0.80	-1.12	 0.77	-1.12	 0.83	-0.09	-0.69	-0.07	-0.49	 0.66	-0.36	-0.14	 0.23	 0.01	 0.19	-0.47	-0.27	-0.34	-0.04	-0.14	-0.12	-0.45	-0.25	-0.14	 0.37	-0.17	-0.29	-0.79	-0.97	-0.81	-1.29	-1.29	-0.97	 0.15	-0.45	-0.49		-1.06	-0.74	-0.10	-0.18	 0.32	-0.29	-0.27	-0.12	-0.03
YGL089C	YGL089C   MF(ALPHA)2mating                        alpha factor                                 S0003057	1	 0.07	 0.03	 0.21	 0.15	-0.06	 0.11	-0.03	 0.19	 0.04	-0.09	 0.03	 0.04	-0.10	-0.12	 0.03	 0.19	-0.22	-0.01	-3.06	-2.12	-2.56	-3.18	-2.94	-3.47	-2.74	-1.89	-0.42	-0.36	-0.36	-0.07	-0.29	-0.04	 0.30	-1.12	-1.60	-2.12	-2.00	-1.47	-0.71	 0.14	 0.52	 0.75	 1.08	-0.12	 0.07	 0.18	 0.52	 0.07	 0.04	 0.01	-0.30	-0.43	-0.36	-0.40	-0.25	-0.36	-0.01	 0.04	 0.99	 0.19	-0.40	 0.36		 0.19	 0.01	-0.09	 0.20	-0.04	-0.62	-0.45	 0.73	 0.90	 0.70	-0.30	-0.07	 0.00	-0.36	-0.49	 0.00	-0.18
YOL073C	YOL073C             unknown                       unknown                                      S0005434	1	-0.06	 0.01	 0.12	-0.12	 0.06	-0.20	 0.00	-0.40	-0.06	-0.36	-0.06	-0.38	-0.32	-0.38	 0.12	-0.32	-0.45	-0.56	-0.23	-0.14	-0.51	-0.30	 0.25	-0.79	-0.06	 0.03	 0.07	-0.23	-0.34	 0.03	 0.50	 0.15	-0.47	-0.51	 0.38	-0.36	 0.51	-0.32	 0.76	 0.89	-0.45	-0.49	-0.42	 0.03	-0.15	-0.36	-0.38	-0.40	-0.71	-0.38	-0.20	-0.12	-0.32	-0.49	-0.07	 0.01	 0.07	 0.07		 0.04	-0.30	 0.26	-0.22	-0.17	-0.18	-0.34	-0.04	-0.03	-0.03	-0.17	 0.21	 0.68	 0.51	-0.09	 0.18	 0.15	-0.18	-0.04	 0.81	 0.29
YLR016C	YLR016C             unknown                       unknown                                      S0004006	1	 0.01	-0.29	-0.27	-0.32	 0.15	-0.06	 0.08	-0.03	-0.09	 0.18	-0.30	-0.22	-0.20	-0.20	-0.38	-0.38	 0.11	-0.38	 0.21	 0.20	 0.26	 0.01	-1.00	 0.11	-0.89	 0.18	-1.18	-0.60	 0.08	-0.67	 0.20	-0.69	-0.06	 0.21	-0.74	 0.15		 0.30	-1.56	-0.67	 0.11	 0.01	 0.24	-0.07	-0.62	-0.27	-0.03	 0.11	 0.01	-0.25	-0.10	-0.14	 0.10	 0.15	-0.79	-0.54	-0.54	-0.38	 0.08	-0.62	-0.42	-0.23	-0.56	-0.10	 0.31	 0.34	 0.30	-0.32	 0.46	-0.03	-0.84	-0.22	-0.18	-0.32	-0.34	-0.04	-0.42	-0.25	-0.14	-0.84
YDL210W	YDL210W   UGA4      transport                     GABA-specific permease                       S0002369	1	-0.03	-0.04		-0.45	 0.08	-0.23	 0.16	 0.08	-0.07	 0.06	-0.20	-0.25	 0.03	-0.03	 0.19	-0.09	 0.18	-0.01	-0.69	 0.21	-0.17	-0.84	 0.20	-1.06	 0.70	-1.00	 0.10		-0.06	-0.06		-0.29	-0.58	 1.04	 1.04	-1.00	-0.20	-0.60	 0.57		-1.12	 0.58	-0.36	-0.38	-0.43	-0.30	-0.43	-0.30	-0.38	-0.92	-0.45	-0.81	-0.74	-0.15	-0.60	-0.76	-0.34	-0.69	 0.04	-0.76	-0.45	 1.00	 0.84	 0.21	 0.32	-0.17	-0.56	 0.57	-0.69	-1.47	 1.88	 0.92	-0.54	-0.12	-0.29	 0.06	-0.56	-0.45	-1.06	-1.89
YKR037C	YKR037C   SPC34     cytoskeleton                  spindle pole body component                  S0001745	1	-0.30	-0.76	-0.34	-0.17	-0.12	-0.27	-0.04	 0.12	-0.07	-0.20	-0.34	-0.12	-0.12	-0.42	-0.10	-0.14	-0.07	-0.34	-0.51	-0.09	 0.65	 0.64	-0.40	 0.16	-0.30	-0.54	-0.84	-0.76	-0.43	-0.51	 0.12	-0.64	-0.49	 0.39	 0.16	 0.08	-0.14	-0.42	-0.20	-0.32	-0.60	-0.15	-0.23	-0.43	-0.45	-0.45	-0.22	-0.42	-0.18	-0.32	 0.28	 0.12	 0.12	 0.80	-0.15	-0.49	-0.36	 0.75	 0.67	-0.56	-0.54	 0.28	 0.85	 1.02	 1.26	 0.53	 0.10	-0.06	-0.25	-1.40	 1.66	 1.65	-0.84	-0.27	-0.49	-0.27	-0.34	-0.20	 0.06	
YNL167C	YNL167C   SKO1      transcription                 CREB-like transcriptional repressor          S0005111	1	-0.36	-0.49	-0.18	-0.17	-0.06	-0.29	-0.17	-0.34	-0.36	-0.22	-0.49	-0.32	-0.10	-0.45	-0.20	-0.42	-0.03	-0.34	-0.15	-0.25	-0.01	 0.08	-0.06	-0.09	-0.22	 0.04	-0.15	-0.30	-0.34	-0.29	-0.12	 0.29	-0.40	-0.10	-0.27	-0.03	-0.14	-0.23	-0.01	-0.10	-0.18	-0.60	-0.47	 0.14	-0.79	-0.64	-0.64	-0.30	-0.40	-0.10	-0.23	 0.03	 0.00	-0.30	-0.14	 0.16	-0.32	 0.36	 1.57	-0.07	-0.45	-0.18	-0.86	-0.69	-1.12	-1.60	-1.40	-0.40	-0.76	-1.36	-0.30	-0.01	-1.79	-0.20	-0.43	-0.23	-0.25	-0.29	 0.14	-0.71
YJR058C	YJR058C   APS2      secretion                     AP-1 complex subunit                         S0003819	1	 0.06	 0.37	-0.04	 0.07	-0.22	 0.00	-0.17	-0.25	-0.30	-0.30	-0.09	-0.38	-0.04	-0.47	-0.20	-0.30	-0.43	-0.25	 0.19	 0.41	 0.62	 0.41	 0.07	-0.01	-0.43	-0.29	-0.47	-0.12	 0.15	 0.01	 0.39	-0.14	-0.29	 0.54	 0.04	 0.11	-0.14	-0.03	-0.17	-0.03	 0.45	 0.14	 0.48	 0.12	-0.06	-0.01	-0.10	-0.43	-0.09	-0.27	-0.12	-0.14	-0.30	 0.01	 0.03	-0.17	-0.04	 0.37	 0.23	 0.78	-0.45	-0.17	 0.25	 0.10	 0.38	-0.22	-0.09	-0.14	 0.08	-0.64	 0.50	 0.60	 0.58	-0.23	-0.20	 0.24	-0.03	-0.10	 0.29	-0.03
YOR178C	YOR178C   GAC1      glycogen metabolism           Glc7p regulatory subunit                     S0005704	1	-0.40	-0.29	-0.56	-0.36	-0.38	-0.32	 0.00	-0.12	-0.32	-0.38	-0.54	-0.04	-0.30	-0.42	-0.30	-0.40	-0.32	 0.33	 0.46	 0.33	-0.20	-0.32	-0.07	-0.17	 0.84	-0.03	 1.06	 0.90	 0.03	 0.66	 0.54	 0.75	-0.38	 0.11	 1.12	-0.43	 0.77	-0.15	 0.81	 1.39	 0.11	-0.09	-0.10	 0.75	-0.20	 0.16	-0.74	-0.86	-0.12	-0.17	-0.18	-0.47	-0.69	-0.34	-0.29	-0.62	-0.54	 0.31	 0.29	 0.67	-0.32	-1.89	-2.12	-1.64	-2.18	-2.74	-2.74	-0.58	-0.74	-1.56	-1.51	-2.06	-0.94	-0.20	-0.07	 0.49	 0.28	 0.14	 2.35	 2.07
YDR242W	YDR242W   AMD2      unknown                       putative amidase                             S0002650	1																			-0.30	-0.04	-0.01	-0.09	 0.07	 0.06	 0.30	 0.20	 0.18	-0.01	-0.49	 1.40	 1.14	 0.29	-0.17	-0.09	 0.03	-0.06	 0.11	-0.22	 0.29	 0.53	-0.17	 0.25	 0.01															 0.07	 0.11																					
YJL026W	YJL026W   RNR2      DNA replication               ribonucleotide reductase                     S0003563	1	 0.24	-0.22	 0.10	 0.32	 0.21	 0.16	 0.45	 0.14	 0.11	-0.10	 0.01	 0.06	 0.16	-0.25	 0.25	-0.01	 0.14	-0.40	 0.36	 0.23	 0.50	 0.84	 0.93	 0.96	 0.85	 0.83	 0.99	-0.58	 0.91	 0.60	 0.92	 1.03	 1.23	 0.70	 0.77	 0.94	 1.18	 0.86	 1.08	 0.60	 0.52	 0.48	 0.32	 0.52	 0.48	 0.45	 0.33	-0.04	-0.06	-0.12	 0.04	-0.06	-0.10	-0.12	 0.12	-0.30	-0.49	 1.06	 0.38	 0.55	-0.03	 0.15	-0.71	-1.22	-1.79	-1.79	-1.36	 0.36	-0.81	-0.64	-1.12	-1.69	 0.46	 0.19	 0.68	 1.18	 0.46	 0.63	 0.66	 0.46
YDL211C	YDL211C             unknown                       unknown                                      S0002370	1	-0.30	-0.07		 0.39	 0.19		 0.21	 0.07	-0.51	 0.04	-0.22	 0.03	 0.08	-0.12	 0.00	-0.03	 0.10	-0.18	 0.04	 0.41	 0.63	 0.08	 0.14	-0.27	-0.01	-0.43	-0.43	-0.69	 0.38	 0.26	 0.70	 0.38	-0.30	 0.26	-0.23	-0.06	-0.45	-0.43	-0.30	-0.62	-0.27	-0.32	-0.51	-0.86	-1.18	-0.79	-0.64	 0.14	-0.10	 0.08	-0.18	-0.54	-0.49	-0.36	-0.86	-0.58	-0.79	 0.50	 0.34	-0.56	-0.40	-0.14	-0.10	 0.04	-0.09	-0.15	-0.60	-0.22	-0.51	-0.74	 1.29	 0.70	-0.04	-0.25	-0.34	-0.58	-0.76	-0.67	-0.56	-1.25
YBR284W	YBR284W             unknown                       unknown; similar to AMP deaminase            S0000488	1	 0.06	 0.29	 0.28	 0.25	 0.07	 0.07	-0.32	 0.11	 0.23	-0.23	 0.37	-0.01	 0.06	-0.14	 0.04	 0.33	-0.29	-0.20	-0.40	-0.22	 0.10	-0.56	 0.58	-0.43	-0.10	-0.38	 0.25	 1.20	-0.30	 0.37	-0.18	 0.36	-0.69	-0.25	 0.61	 0.06	 0.33	-0.27	 0.71	 1.45	 0.46	 0.11	 0.28	-0.06	-0.12	-0.12	 0.11	-0.29	-0.49	-0.27	 0.10	-0.27	-0.20	-0.18	 0.01	 0.03	 0.10	-0.32		 0.43	 0.15	 0.01		-0.36	-0.12	-0.29	-0.20	-0.42	-0.09	-0.42		-0.27	 0.86	-0.04	 0.45	 0.06	-0.15	-0.38	 0.60	 0.51
YPL052W	YPL052W             unknown                       unknown                                      S0005973	1	 0.31	-0.36	 0.00	-0.04	 0.08	 0.11	 0.38	 0.14	-0.10	-0.18	-0.34	 0.39	-0.06	-0.27	-0.32	-0.27	-0.47	 0.58	 0.84	 0.88	 0.89	 0.26	-0.27	 0.15	 1.24	 0.34	-0.34	-0.32	 0.29	 0.40	 0.56	 0.03	-0.40	 0.59	 0.25	 0.40	 0.15	 0.11	-0.47	 0.30	 0.10	 0.00	 0.32	 0.06	-0.29	-0.29	-0.20	 0.25	 0.24	-0.45	-0.38	-0.40	-0.40	-0.04	-0.94	-0.38	-0.38	 0.04	 0.63	-0.38	-0.42	-0.18	 0.04	-0.06	-0.07	 0.11	 0.03	 0.08	-0.17	-0.22	 0.07	 0.84	-0.43	-0.09	-0.18	-0.06	-0.49	-0.60	 0.01	-0.58
YPL125W	YPL125W             unknown                       unknown; similar to members of the karyopheriS0006046	1	-0.10	-0.43	-0.09	-0.27	 0.07	-0.20	 0.08	-0.09	-0.03	-0.20	 0.00	-0.20	-0.14	-0.34	-0.01	-0.14	-0.01	 0.06	 0.29	 0.30	 0.08	 0.11	 0.08	 0.16	 0.07	 0.07	-0.12	-0.62	 0.32	-0.17	 0.01	-0.56	-0.17	-0.04	-0.07	-0.12	-0.43	-0.15	-0.79	 0.00	 0.07	 0.07	-0.25	-0.14	-0.10	-0.47	 0.10	-0.07	-0.04	-0.20	-0.34	-0.18	-0.56	-0.17	-0.40	-0.60	-0.56	 0.53	 1.67	-0.25	-0.47	 0.41	 0.29	 0.34	-0.36	-0.94	-0.71	-0.01	-0.94	-1.32	 0.54	 0.58	-1.06	-0.22	-0.10	-0.43	-0.79	-0.49	-1.03	-0.81
YOL146W	YOL146W             unknown                       unknown                                      S0005506	1	-0.71	-0.30	-0.71	-0.29	-0.40	-0.17	-0.42	-0.62	-0.45	-0.14	-0.40	-0.03	-0.17	-0.18	-0.29	-0.38	-0.30	-0.60	-0.43	 0.03	-0.06	 0.11	 0.32	-0.84	 0.26	-0.49	 0.33	-0.14	-0.25	 0.31	 0.42	 0.42	-0.60	 0.38	 0.66	 0.18	-0.15	-0.94	 0.87	 1.05	-1.00	 0.19	-0.60	-0.60	-0.71	 0.16	-0.36	-0.15	-0.04	-0.38	 0.08	-0.12	-0.12	 0.20	-0.20	-0.20	 0.16	-0.54	 0.68	-0.58	-0.58	 0.30	 0.37	 0.01	 1.29	 0.52	 1.86	 0.34	 0.99	 1.12	 1.05	 0.23	 0.55	-0.27	-0.22	 0.44	 0.00	-0.32	 0.55	 0.11
YNL094W	YNL094W             unknown                       unknown                                      S0005038	1	-0.01	-0.34	-0.07	 0.11	 0.12	 0.39	 0.16	-0.07	-0.27	-0.22	-0.40	-0.22	-0.20	-0.30	-0.07	-0.32	 0.16	-0.15		-0.04	 0.11	-0.42		-0.54		-0.42					 0.62			-0.40	 0.61	-1.47	 0.55		 0.46		-0.94	 0.21	-0.38	 0.44	 0.23	-0.18	-0.38	-0.09	-0.23	-0.12	-0.14	-0.17	-0.22	-0.18	-0.01	-0.25	-0.22	 0.40	 0.96	-0.09	-0.22	 0.19	-0.01	-0.43	-0.67	-0.64	-0.84	 0.25	-0.49	-0.54	-0.09	-0.04	-0.04	 0.15	 0.21	 0.32	-0.29	-0.54	 0.12	 0.18
YDR170C	YDR170C   SEC7      secretion                     vesicle coat component                       S0002577	1																			-0.30	-0.34	-0.22	 0.24	-0.01	 0.14	 0.00	 0.00	-0.36	-0.97	-0.14	-0.40	-0.42	-0.54	 0.15	 0.03	-0.47	-0.10	-0.74	-0.15	-0.86	-0.64	-0.30	-0.54	-0.43															 0.77	 0.88		-0.01	-0.74	-0.62	-0.86	-1.84	-1.84	-1.32	 0.18	-0.71	-0.76	-0.22	-0.84	-0.89	-0.04	 0.42	-0.03	-0.04	-0.38	-0.60	-0.71
YDR243C	YDR243C   PRP28     mRNA splicing                 RNA helicase                                 S0002651	1																			-0.25	-0.32	-0.20	-0.17	 0.39	-0.94	 0.53	 0.07	 0.60	 0.15	-0.49	 0.37	 1.03	 0.67	-0.54	-0.23	 0.86	-0.74	 0.58	-0.74	 0.75	 1.18	-1.32	 0.28	-1.94															-0.23	 1.61																					
YJL027C	YJL027C             unknown                       unknown                                      S0003564	1	 0.00	-0.18	 0.06	-0.22	 0.00	 0.11	 0.10	-0.23	-0.10	-0.04	-0.38	-0.09	-0.03	-0.34	-0.45	-0.23	-0.15	-0.29	-0.51	-0.10	-0.25	-0.34	-0.17	 0.18	-0.06	-0.14	-0.20	-0.32	-0.22	-0.32	 0.41	-0.14	-0.94	-0.12	 0.26	-0.30	 0.24	-0.22	 0.07	-0.03	-0.86	-0.60	-1.09	 0.00	-0.51	-0.14	-0.49	 0.08	-0.38	-0.23	-0.81	-0.23	-0.69	-0.34	-0.29	-0.64	-0.42	-0.06	 1.26	-0.20	-0.23	-0.45	-0.45	-0.62	-0.51	-0.09	-0.71	 0.23	 0.15	 0.31	 0.06	-0.29	 0.34	-0.81	-0.23	-0.51	-0.60	-0.76	 0.19	
YPR084W	YPR084W             unknown                       unknown                                      S0006288	1	-0.14	-0.69	-0.34	-0.12	-0.15	 0.18	-0.03	-0.32	-0.40	-0.38	-0.42	-0.51	-0.18	-0.58	-0.12	-0.56	 0.07	-0.27	 0.23	 0.37	 0.20	 0.24	 0.40	-0.22	 0.15	 0.07	 0.11	-0.38	 0.15	-0.12	 0.25	-0.18	-0.76	 0.04	 0.21	 0.11	 0.16	 0.06	 0.01	 0.12	-0.36	-0.27	-0.29	 0.41	-0.06	-0.18	-0.07	-0.15	-0.12	-0.12	-0.20	-0.27	-0.22	-0.12	-0.34	-0.56	-0.17	 0.10	 0.77	-0.51	-0.62	-0.45	-0.69	-0.42	-0.64	-1.06	-0.86	-0.67	-0.58	-0.97	-0.03	 0.57	-0.64	-0.10	 0.11	 0.65	-0.12	-0.29	 0.41	-0.09
YPR157W	YPR157W             unknown                       unknown                                      S0006361	1	 0.49	 0.23	-0.17	-0.58	-0.01	-0.45	-0.20		 0.32	 0.12	-0.09	-0.18	-0.56	-0.49	-0.12	-0.49	 0.10	 0.16	-0.30	-0.45	-0.22	-0.23	 0.21	 0.10	 0.58	 0.41	 0.01	-0.14	-0.32	-0.81	 0.59	-0.30	-0.71	-0.34	 0.15	-0.40	 0.54	 0.01	 0.51	 0.98	-0.74	-0.43	-0.74	-0.27	-0.51	-0.79	-0.25	-0.38	-0.51	-0.40	-0.45	-0.18	-0.64	-0.45	-0.49	-0.56	-0.62	 0.19	 0.23	-0.62		 0.16	-0.03	-0.60	-0.51	-0.69		-0.14	-0.51	-0.34	-0.15	-0.25	-1.84	-0.38	 0.08	 1.12	 0.24	 0.26	 0.50	-0.07
